id,date,store_nbr,item_nbr,unit_sales,onpromotion
5586584,2013-05-14,47,129635,16.0,
5629718,2013-05-15,47,129635,14.0,
5672540,2013-05-16,47,129635,17.0,
5715806,2013-05-17,47,129635,19.0,
5762497,2013-05-18,47,129635,24.0,
5808618,2013-05-19,47,129635,23.0,
5852676,2013-05-20,47,129635,10.0,
5895356,2013-05-21,47,129635,15.0,
5937818,2013-05-22,47,129635,20.0,
5980430,2013-05-23,47,129635,13.0,
6025415,2013-05-24,47,129635,18.0,
6071501,2013-05-25,47,129635,31.0,
6116741,2013-05-26,47,129635,24.0,
6160230,2013-05-27,47,129635,18.0,
6203324,2013-05-28,47,129635,20.0,
6246344,2013-05-29,47,129635,22.0,
6289526,2013-05-30,47,129635,12.0,
6332986,2013-05-31,47,129635,13.0,
6381309,2013-06-01,47,129635,24.0,
6429243,2013-06-02,47,129635,33.0,
6475260,2013-06-03,47,129635,23.0,
6520096,2013-06-04,47,129635,19.0,
6564836,2013-06-05,47,129635,25.0,
6608645,2013-06-06,47,129635,16.0,
6652927,2013-06-07,47,129635,13.0,
6700003,2013-06-08,47,129635,26.0,
6746923,2013-06-09,47,129635,27.0,
6791585,2013-06-10,47,129635,16.0,
6834553,2013-06-11,47,129635,18.0,
6878028,2013-06-12,47,129635,18.0,
6920924,2013-06-13,47,129635,5.0,
6964636,2013-06-14,47,129635,15.0,
7012618,2013-06-15,47,129635,24.0,
7058691,2013-06-16,47,129635,24.0,
7103726,2013-06-17,47,129635,17.0,
7147654,2013-06-18,47,129635,16.0,
7191078,2013-06-19,47,129635,15.0,
7234661,2013-06-20,47,129635,13.0,
7278464,2013-06-21,47,129635,24.0,
7325580,2013-06-22,47,129635,26.0,
7372595,2013-06-23,47,129635,12.0,
7417152,2013-06-24,47,129635,17.0,
7460671,2013-06-25,47,129635,11.0,
7504107,2013-06-26,47,129635,15.0,
7546740,2013-06-27,47,129635,7.0,
7590686,2013-06-28,47,129635,9.0,
7638849,2013-06-29,47,129635,22.0,
7686350,2013-06-30,47,129635,33.0,
7733171,2013-07-01,47,129635,18.0,
7779042,2013-07-02,47,129635,11.0,
7824309,2013-07-03,47,129635,8.0,
7869016,2013-07-04,47,129635,12.0,
7913718,2013-07-05,47,129635,15.0,
7961493,2013-07-06,47,129635,21.0,
8008554,2013-07-07,47,129635,24.0,
8052937,2013-07-08,47,129635,15.0,
8096459,2013-07-09,47,129635,10.0,
8139366,2013-07-10,47,129635,14.0,
8181913,2013-07-11,47,129635,13.0,
8224642,2013-07-12,47,129635,23.0,
8270827,2013-07-13,47,129635,12.0,
8316243,2013-07-14,47,129635,17.0,
8360732,2013-07-15,47,129635,13.0,
8404835,2013-07-16,47,129635,19.0,
8448540,2013-07-17,47,129635,20.0,
8491280,2013-07-18,47,129635,8.0,
8534552,2013-07-19,47,129635,22.0,
8580922,2013-07-20,47,129635,27.0,
8626699,2013-07-21,47,129635,23.0,
8671337,2013-07-22,47,129635,21.0,
8715386,2013-07-23,47,129635,19.0,
8758614,2013-07-24,47,129635,22.0,
8802340,2013-07-25,47,129635,13.0,
8846082,2013-07-26,47,129635,16.0,
8892691,2013-07-27,47,129635,22.0,
8938319,2013-07-28,47,129635,28.0,
8982612,2013-07-29,47,129635,22.0,
9026810,2013-07-30,47,129635,13.0,
9072218,2013-07-31,47,129635,19.0,
9118803,2013-08-01,47,129635,14.0,
9165181,2013-08-02,47,129635,20.0,
9214049,2013-08-03,47,129635,24.0,
9261638,2013-08-04,47,129635,33.0,
9308226,2013-08-05,47,129635,17.0,
9353805,2013-08-06,47,129635,16.0,
9398795,2013-08-07,47,129635,15.0,
9443406,2013-08-08,47,129635,21.0,
9488119,2013-08-09,47,129635,13.0,
9535199,2013-08-10,47,129635,26.0,
9581699,2013-08-11,47,129635,21.0,
9627348,2013-08-12,47,129635,29.0,
9672115,2013-08-13,47,129635,22.0,
9716357,2013-08-14,47,129635,17.0,
9760865,2013-08-15,47,129635,9.0,
9806418,2013-08-16,47,129635,15.0,
9854290,2013-08-17,47,129635,22.0,
9901383,2013-08-18,47,129635,21.0,
9947012,2013-08-19,47,129635,9.0,
9992524,2013-08-20,47,129635,11.0,
10037445,2013-08-21,47,129635,13.0,
10081433,2013-08-22,47,129635,18.0,
10126089,2013-08-23,47,129635,15.0,
10173817,2013-08-24,47,129635,15.0,
10220698,2013-08-25,47,129635,23.0,
10266228,2013-08-26,47,129635,13.0,
10310980,2013-08-27,47,129635,11.0,
10355175,2013-08-28,47,129635,15.0,
10399127,2013-08-29,47,129635,16.0,
10444538,2013-08-30,47,129635,22.0,
10493500,2013-08-31,47,129635,8.0,
10637005,2013-09-03,47,129635,21.0,
10683146,2013-09-04,47,129635,22.0,
10728333,2013-09-05,47,129635,12.0,
10773078,2013-09-06,47,129635,15.0,
10821632,2013-09-07,47,129635,23.0,
10869836,2013-09-08,47,129635,14.0,
10915628,2013-09-09,47,129635,14.0,
10959999,2013-09-10,47,129635,13.0,
11004175,2013-09-11,47,129635,11.0,
11047607,2013-09-12,47,129635,16.0,
11091752,2013-09-13,47,129635,22.0,
11139885,2013-09-14,47,129635,21.0,
11187870,2013-09-15,47,129635,30.0,
11233968,2013-09-16,47,129635,18.0,
11278971,2013-09-17,47,129635,1.0,
11323181,2013-09-18,47,129635,12.0,
11366643,2013-09-19,47,129635,13.0,
11411174,2013-09-20,47,129635,15.0,
11459243,2013-09-21,47,129635,18.0,
11506757,2013-09-22,47,129635,12.0,
11596944,2013-09-24,47,129635,12.0,
11641160,2013-09-25,47,129635,13.0,
11684724,2013-09-26,47,129635,15.0,
11729031,2013-09-27,47,129635,12.0,
11777618,2013-09-28,47,129635,22.0,
11825788,2013-09-29,47,129635,43.0,
11872341,2013-09-30,47,129635,15.0,
11919882,2013-10-01,47,129635,19.0,
11967077,2013-10-02,47,129635,23.0,
12013065,2013-10-03,47,129635,29.0,
12059248,2013-10-04,47,129635,16.0,
12108336,2013-10-05,47,129635,26.0,
12156567,2013-10-06,47,129635,36.0,
12202892,2013-10-07,47,129635,7.0,
12248126,2013-10-08,47,129635,15.0,
12292645,2013-10-09,47,129635,16.0,
12337310,2013-10-10,47,129635,17.0,
12383540,2013-10-11,47,129635,25.0,
12431136,2013-10-12,47,129635,25.0,
12478611,2013-10-13,47,129635,37.0,
12524293,2013-10-14,47,129635,22.0,
12569228,2013-10-15,47,129635,10.0,
12614835,2013-10-16,47,129635,14.0,
12659653,2013-10-17,47,129635,15.0,
12704235,2013-10-18,47,129635,18.0,
12752861,2013-10-19,47,129635,28.0,
12801504,2013-10-20,47,129635,9.0,
12847546,2013-10-21,47,129635,1.0,
12892273,2013-10-22,47,129635,18.0,
12937017,2013-10-23,47,129635,20.0,
12980982,2013-10-24,47,129635,18.0,
13025312,2013-10-25,47,129635,9.0,
13073471,2013-10-26,47,129635,25.0,
13121693,2013-10-27,47,129635,36.0,
13167556,2013-10-28,47,129635,17.0,
13212149,2013-10-29,47,129635,8.0,
13256668,2013-10-30,47,129635,11.0,
13301328,2013-10-31,47,129635,18.0,
13348234,2013-11-01,47,129635,17.0,
13397795,2013-11-02,47,129635,35.0,
13447145,2013-11-03,47,129635,18.0,
13494618,2013-11-04,47,129635,9.0,
13543306,2013-11-05,47,129635,19.0,
13592085,2013-11-06,47,129635,18.0,
13639624,2013-11-07,47,129635,10.0,
13687430,2013-11-08,47,129635,15.0,
13738766,2013-11-09,47,129635,22.0,
13790400,2013-11-10,47,129635,28.0,
13838946,2013-11-11,47,129635,20.0,
13886383,2013-11-12,47,129635,18.0,
13933478,2013-11-13,47,129635,12.0,
13979830,2013-11-14,47,129635,11.0,
14027426,2013-11-15,47,129635,16.0,
14079369,2013-11-16,47,129635,23.0,
14131212,2013-11-17,47,129635,42.0,
14180511,2013-11-18,47,129635,18.0,
14228012,2013-11-19,47,129635,25.0,
14276121,2013-11-20,47,129635,15.0,
14322890,2013-11-21,47,129635,19.0,
14370416,2013-11-22,47,129635,18.0,
14421996,2013-11-23,47,129635,33.0,
14473683,2013-11-24,47,129635,29.0,
14522827,2013-11-25,47,129635,11.0,
14570397,2013-11-26,47,129635,14.0,
14617663,2013-11-27,47,129635,16.0,
14664792,2013-11-28,47,129635,13.0,
14712864,2013-11-29,47,129635,17.0,
14766178,2013-11-30,47,129635,18.0,
14820446,2013-12-01,47,129635,25.0,
14872817,2013-12-02,47,129635,1.0,
14923621,2013-12-03,47,129635,15.0,
14973823,2013-12-04,47,129635,11.0,
15023294,2013-12-05,47,129635,11.0,
15073006,2013-12-06,47,129635,19.0,
15126182,2013-12-07,47,129635,22.0,
15179051,2013-12-08,47,129635,19.0,
15229736,2013-12-09,47,129635,10.0,
15279423,2013-12-10,47,129635,16.0,
15328895,2013-12-11,47,129635,21.0,
15377798,2013-12-12,47,129635,19.0,
15426963,2013-12-13,47,129635,11.0,
15480115,2013-12-14,47,129635,27.0,
15534017,2013-12-15,47,129635,19.0,
15586435,2013-12-16,47,129635,9.0,
15637707,2013-12-17,47,129635,24.0,
15688862,2013-12-18,47,129635,23.0,
15739870,2013-12-19,47,129635,14.0,
15790621,2013-12-20,47,129635,31.0,
15844379,2013-12-21,47,129635,24.0,
15898314,2013-12-22,47,129635,19.0,
15952491,2013-12-23,47,129635,45.0,
16005027,2013-12-24,47,129635,55.0,
16055975,2013-12-26,47,129635,1.0,
16107155,2013-12-27,47,129635,27.0,
16160078,2013-12-28,47,129635,35.0,
16210956,2013-12-29,47,129635,21.0,
16264165,2013-12-30,47,129635,50.0,
16315238,2013-12-31,47,129635,17.0,
16381481,2014-01-02,47,129635,39.0,
16446820,2014-01-03,47,129635,23.0,
16515224,2014-01-04,47,129635,36.0,
16582875,2014-01-05,47,129635,39.0,
16646338,2014-01-06,47,129635,19.0,
16709111,2014-01-07,47,129635,11.0,
16772136,2014-01-08,47,129635,28.0,
16834474,2014-01-09,47,129635,24.0,
16896966,2014-01-10,47,129635,17.0,
16964697,2014-01-11,47,129635,24.0,
17031977,2014-01-12,47,129635,27.0,
17096142,2014-01-13,47,129635,13.0,
17158595,2014-01-14,47,129635,17.0,
17221903,2014-01-15,47,129635,26.0,
17285147,2014-01-16,47,129635,13.0,
17348201,2014-01-17,47,129635,20.0,
17416481,2014-01-18,47,129635,19.0,
17484148,2014-01-19,47,129635,38.0,
17548666,2014-01-20,47,129635,30.0,
17612056,2014-01-21,47,129635,11.0,
17674347,2014-01-22,47,129635,15.0,
17736107,2014-01-23,47,129635,16.0,
17798886,2014-01-24,47,129635,21.0,
17866424,2014-01-25,47,129635,25.0,
17933775,2014-01-26,47,129635,33.0,
17997389,2014-01-27,47,129635,16.0,
18059780,2014-01-28,47,129635,15.0,
18121458,2014-01-29,47,129635,12.0,
18182874,2014-01-30,47,129635,16.0,
18246751,2014-01-31,47,129635,25.0,
18303672,2014-02-01,47,129635,28.0,
18357057,2014-02-02,47,129635,34.0,
18408742,2014-02-03,47,129635,22.0,
18459036,2014-02-04,47,129635,22.0,
18508671,2014-02-05,47,129635,6.0,
18557858,2014-02-06,47,129635,20.0,
18607020,2014-02-07,47,129635,17.0,
18659714,2014-02-08,47,129635,33.0,
18711235,2014-02-09,47,129635,29.0,
18760989,2014-02-10,47,129635,20.0,
18809913,2014-02-11,47,129635,18.0,
18858781,2014-02-12,47,129635,24.0,
18907395,2014-02-13,47,129635,23.0,
18955468,2014-02-14,47,129635,16.0,
19008019,2014-02-15,47,129635,36.0,
19060060,2014-02-16,47,129635,35.0,
19109718,2014-02-17,47,129635,30.0,
19158330,2014-02-18,47,129635,14.0,
19206551,2014-02-19,47,129635,22.0,
19254249,2014-02-20,47,129635,18.0,
19302305,2014-02-21,47,129635,22.0,
19353788,2014-02-22,47,129635,33.0,
19404171,2014-02-23,47,129635,27.0,
19453776,2014-02-24,47,129635,30.0,
19501978,2014-02-25,47,129635,12.0,
19550267,2014-02-26,47,129635,22.0,
19598376,2014-02-27,47,129635,24.0,
19648353,2014-02-28,47,129635,16.0,
19715645,2014-03-01,47,129635,27.0,
19780572,2014-03-02,47,129635,4.0,
19843208,2014-03-03,47,129635,15.0,
19907375,2014-03-04,47,129635,25.0,
19973275,2014-03-05,47,129635,22.0,
20038192,2014-03-06,47,129635,22.0,
20102133,2014-03-07,47,129635,18.0,
20168670,2014-03-08,47,129635,35.0,
20235509,2014-03-09,47,129635,39.0,
20299202,2014-03-10,47,129635,10.0,
20361465,2014-03-11,47,129635,16.0,
20423537,2014-03-12,47,129635,26.0,
20485304,2014-03-13,47,129635,21.0,
20547680,2014-03-14,47,129635,24.0,
20614245,2014-03-15,47,129635,42.0,
20681439,2014-03-16,47,129635,36.0,
20745956,2014-03-17,47,129635,27.0,
20809009,2014-03-18,47,129635,21.0,
20871912,2014-03-19,47,129635,28.0,
20934513,2014-03-20,47,129635,17.0,
20998005,2014-03-21,47,129635,22.0,
21065379,2014-03-22,47,129635,29.0,
21131901,2014-03-23,47,129635,35.0,
21195919,2014-03-24,47,129635,21.0,
21258737,2014-03-25,47,129635,27.0,
21321351,2014-03-26,47,129635,22.0,
21383180,2014-03-27,47,129635,17.0,
21446200,2014-03-28,47,129635,21.0,
21514432,2014-03-29,47,129635,30.0,
21582000,2014-03-30,47,129635,38.0,
21647963,2014-03-31,47,129635,22.0,
21701681,2014-04-01,47,129635,21.0,False
21752713,2014-04-02,47,129635,32.0,False
21802663,2014-04-03,47,129635,30.0,False
21852585,2014-04-04,47,129635,30.0,False
21905651,2014-04-05,47,129635,30.0,False
21957849,2014-04-06,47,129635,34.0,False
22008099,2014-04-07,47,129635,23.0,False
22057302,2014-04-08,47,129635,28.0,False
22105954,2014-04-09,47,129635,12.0,False
22202874,2014-04-11,47,129635,2.0,False
22354839,2014-04-14,47,129635,3.0,False
22403213,2014-04-15,47,129635,16.0,False
22452184,2014-04-16,47,129635,25.0,False
22501424,2014-04-17,47,129635,33.0,False
22549552,2014-04-18,47,129635,29.0,False
22600249,2014-04-19,47,129635,42.0,False
22650029,2014-04-20,47,129635,28.0,False
22698612,2014-04-21,47,129635,20.0,False
22746438,2014-04-22,47,129635,20.0,False
22794380,2014-04-23,47,129635,25.0,False
22841850,2014-04-24,47,129635,17.0,False
22889469,2014-04-25,47,129635,14.0,False
22940485,2014-04-26,47,129635,27.0,False
22991340,2014-04-27,47,129635,42.0,False
23039709,2014-04-28,47,129635,17.0,False
23087034,2014-04-29,47,129635,17.0,False
23135028,2014-04-30,47,129635,12.0,False
23186140,2014-05-01,47,129635,25.0,False
23236666,2014-05-02,47,129635,22.0,False
23289689,2014-05-03,47,129635,31.0,False
23341735,2014-05-04,47,129635,27.0,False
23391264,2014-05-05,47,129635,12.0,False
23439938,2014-05-06,47,129635,15.0,False
23488107,2014-05-07,47,129635,19.0,False
23535790,2014-05-08,47,129635,23.0,False
23583727,2014-05-09,47,129635,32.0,False
23635792,2014-05-10,47,129635,35.0,False
23685638,2014-05-11,47,129635,19.0,False
23734491,2014-05-12,47,129635,4.0,False
23782600,2014-05-13,47,129635,16.0,False
23830342,2014-05-14,47,129635,17.0,False
23877743,2014-05-15,47,129635,22.0,False
23926121,2014-05-16,47,129635,19.0,False
23978449,2014-05-17,47,129635,24.0,False
24030687,2014-05-18,47,129635,26.0,False
24080022,2014-05-19,47,129635,16.0,False
24128507,2014-05-20,47,129635,6.0,False
24176359,2014-05-21,47,129635,19.0,False
24223498,2014-05-22,47,129635,19.0,False
24270892,2014-05-23,47,129635,13.0,False
24322795,2014-05-24,47,129635,28.0,False
24374584,2014-05-25,47,129635,32.0,False
24423780,2014-05-26,47,129635,7.0,False
24471336,2014-05-27,47,129635,10.0,False
24519105,2014-05-28,47,129635,19.0,False
24566825,2014-05-29,47,129635,13.0,False
24616643,2014-05-30,47,129635,22.0,False
24671157,2014-05-31,47,129635,25.0,False
24726643,2014-06-01,47,129635,34.0,False
24779780,2014-06-02,47,129635,7.0,False
24831440,2014-06-03,47,129635,17.0,False
24882405,2014-06-04,47,129635,19.0,False
24932437,2014-06-05,47,129635,28.0,False
24982566,2014-06-06,47,129635,23.0,False
25036671,2014-06-07,47,129635,17.0,False
25090762,2014-06-08,47,129635,30.0,False
25142433,2014-06-09,47,129635,9.0,False
25192375,2014-06-10,47,129635,16.0,False
25242091,2014-06-11,47,129635,20.0,False
25290798,2014-06-12,47,129635,19.0,False
25340716,2014-06-13,47,129635,21.0,False
25395593,2014-06-14,47,129635,30.0,False
25447597,2014-06-15,47,129635,8.0,False
25499467,2014-06-16,47,129635,19.0,False
25550215,2014-06-17,47,129635,23.0,False
25600431,2014-06-18,47,129635,33.0,False
25649723,2014-06-19,47,129635,11.0,False
25698991,2014-06-20,47,129635,12.0,False
25752986,2014-06-21,47,129635,18.0,False
25806928,2014-06-22,47,129635,33.0,False
25858690,2014-06-23,47,129635,29.0,False
25908640,2014-06-24,47,129635,25.0,False
25958285,2014-06-25,47,129635,14.0,False
26007580,2014-06-26,47,129635,17.0,False
26057526,2014-06-27,47,129635,12.0,False
26111686,2014-06-28,47,129635,19.0,False
26165603,2014-06-29,47,129635,28.0,False
26218258,2014-06-30,47,129635,21.0,False
26284816,2014-07-01,47,129635,16.0,False
26353766,2014-07-02,47,129635,21.0,False
26421269,2014-07-03,47,129635,20.0,False
26487735,2014-07-04,47,129635,16.0,False
26558550,2014-07-05,47,129635,36.0,False
26629437,2014-07-06,47,129635,27.0,False
26697728,2014-07-07,47,129635,21.0,False
26763847,2014-07-08,47,129635,14.0,False
26828690,2014-07-09,47,129635,18.0,False
26893552,2014-07-10,47,129635,24.0,False
26957486,2014-07-11,47,129635,19.0,False
27027478,2014-07-12,47,129635,28.0,False
27096090,2014-07-13,47,129635,34.0,False
27162828,2014-07-14,47,129635,15.0,False
27229662,2014-07-15,47,129635,15.0,False
27296230,2014-07-16,47,129635,29.0,False
27361526,2014-07-17,47,129635,14.0,False
27427077,2014-07-18,47,129635,20.0,False
27496933,2014-07-19,47,129635,18.0,False
27566321,2014-07-20,47,129635,19.0,False
27699448,2014-07-22,47,129635,4.0,False
27764559,2014-07-23,47,129635,19.0,False
27830655,2014-07-24,47,129635,14.0,False
27898304,2014-07-25,47,129635,11.0,False
27969001,2014-07-26,47,129635,26.0,False
28039599,2014-07-27,47,129635,26.0,False
28108085,2014-07-28,47,129635,18.0,False
28175193,2014-07-29,47,129635,13.0,False
28241856,2014-07-30,47,129635,16.0,False
28309578,2014-07-31,47,129635,17.0,False
28367678,2014-08-01,47,129635,22.0,False
28425847,2014-08-02,47,129635,33.0,False
28482722,2014-08-03,47,129635,23.0,False
28537402,2014-08-04,47,129635,22.0,False
28590610,2014-08-05,47,129635,16.0,False
28643062,2014-08-06,47,129635,18.0,False
28694894,2014-08-07,47,129635,10.0,False
28746933,2014-08-08,47,129635,21.0,False
28802125,2014-08-09,47,129635,21.0,False
28856575,2014-08-10,47,129635,25.0,False
28910067,2014-08-11,47,129635,17.0,False
28961886,2014-08-12,47,129635,27.0,False
29013357,2014-08-13,47,129635,17.0,False
29064455,2014-08-14,47,129635,19.0,False
29116914,2014-08-15,47,129635,30.0,False
29172622,2014-08-16,47,129635,20.0,False
29227902,2014-08-17,47,129635,34.0,False
29281868,2014-08-18,47,129635,29.0,False
29334539,2014-08-19,47,129635,10.0,False
29387328,2014-08-20,47,129635,27.0,False
29439345,2014-08-21,47,129635,26.0,False
29491620,2014-08-22,47,129635,13.0,False
29547091,2014-08-23,47,129635,22.0,False
29602454,2014-08-24,47,129635,40.0,False
29655870,2014-08-25,47,129635,23.0,False
29708083,2014-08-26,47,129635,17.0,False
29759892,2014-08-27,47,129635,23.0,False
29810960,2014-08-28,47,129635,20.0,False
29863592,2014-08-29,47,129635,22.0,False
29920734,2014-08-30,47,129635,21.0,False
29977740,2014-08-31,47,129635,26.0,False
30047313,2014-09-01,47,129635,8.0,False
30118356,2014-09-02,47,129635,38.0,False
30188155,2014-09-03,47,129635,23.0,False
30256370,2014-09-04,47,129635,20.0,False
30324217,2014-09-05,47,129635,11.0,False
30397197,2014-09-06,47,129635,40.0,False
30470151,2014-09-07,47,129635,44.0,False
30539823,2014-09-08,47,129635,28.0,False
30607083,2014-09-09,47,129635,20.0,False
30674283,2014-09-10,47,129635,17.0,False
30740957,2014-09-11,47,129635,14.0,False
30808447,2014-09-12,47,129635,20.0,False
30881506,2014-09-13,47,129635,26.0,False
30954490,2014-09-14,47,129635,38.0,False
31024721,2014-09-15,47,129635,25.0,False
31093864,2014-09-16,47,129635,17.0,False
31161847,2014-09-17,47,129635,20.0,False
31228234,2014-09-18,47,129635,18.0,False
31295110,2014-09-19,47,129635,12.0,False
31367663,2014-09-20,47,129635,35.0,False
31440231,2014-09-21,47,129635,30.0,False
31509412,2014-09-22,47,129635,25.0,False
31577380,2014-09-23,47,129635,6.0,False
31645009,2014-09-24,47,129635,12.0,False
31711164,2014-09-25,47,129635,18.0,False
31777591,2014-09-26,47,129635,24.0,False
31849809,2014-09-27,47,129635,30.0,False
31922612,2014-09-28,47,129635,41.0,False
31992183,2014-09-29,47,129635,16.0,False
32061980,2014-09-30,47,129635,20.0,False
32133908,2014-10-01,47,129635,16.0,False
32205077,2014-10-02,47,129635,4.0,False
32275702,2014-10-03,47,129635,22.0,False
32350178,2014-10-04,47,129635,39.0,False
32423915,2014-10-05,47,129635,22.0,False
32494503,2014-10-06,47,129635,20.0,False
32563352,2014-10-07,47,129635,22.0,False
32631501,2014-10-08,47,129635,18.0,False
32699028,2014-10-09,47,129635,12.0,False
32769418,2014-10-10,47,129635,17.0,False
32842260,2014-10-11,47,129635,8.0,False
32914483,2014-10-12,47,129635,24.0,False
32984292,2014-10-13,47,129635,12.0,False
33052117,2014-10-14,47,129635,19.0,False
33120484,2014-10-15,47,129635,15.0,False
33188724,2014-10-16,47,129635,23.0,False
33256481,2014-10-17,47,129635,14.0,False
33329891,2014-10-18,47,129635,30.0,False
33403653,2014-10-19,47,129635,34.0,False
33473864,2014-10-20,47,129635,18.0,False
33542034,2014-10-21,47,129635,18.0,False
33609371,2014-10-22,47,129635,12.0,False
33676657,2014-10-23,47,129635,19.0,False
33743967,2014-10-24,47,129635,23.0,False
33816885,2014-10-25,47,129635,22.0,False
33890355,2014-10-26,47,129635,22.0,False
33960096,2014-10-27,47,129635,15.0,False
